s-gold-supplier-year-icon,unit,title,title href,icon-link,icon-link href,cd href,vr,vr href,ui2-tag href,ui2-tag-body,ui2-tag href 2,ui2-tag-body 2,ui2-tag href 3,ui2-tag-body 3,img-thumb href,product,product 2,product 3,product 4,img-thumb href 2,product 5,product 6,product 7,product 8,img-thumb href 3,product 9,product 10,product 11,name,seller-star-level__container href,name 2,value,name 3,ellipsis,name 4,ellipsis 2,name 5,value 3,ellipsis 3,ellipsis 4,ellipsis 5,lab,lab 2,num,button href,alitalk-unit
1,YR,"Xi'an Arooxy Technology Co., Ltd.",http://oxygencan.en.alibaba.com/company_profile.html#top-nav-bar,,,http://oxygencan.en.alibaba.com/contactinfo.html,Video,http://oxygencan.en.alibaba.com/videoshow.html?d_type=cv,,,,,,,https://www.alibaba.com/product-detail/Arooxy-AR-004B-O2-vigor-Europe_1600230859328.html,Arooxy AR-004B O2 vigor Europe Hot sale CE portable  can  bottle mini   with nasal siphon 14L,oxygen,oxygen,oxygen,https://www.alibaba.com/product-detail/AR-002A-o2-vigor-portable-font_1600230819862.html,AR-002A o2 vigor portable  can  bottle mini   10L,concentrator,oxygen,oxygen,https://www.alibaba.com/product-detail/AR-004-o2-vigor-portable-can_1600230881088.html,AR-004 o2 vigor portable can  bottle  cylinder  14L,oxygen,concentrator,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"can,canned , bottle, , genarator",Country/Region:,China,Total Revenue:,US$5 Million - US$10 Million,Top 3 Markets:,", 
                                                                                                                                ,",Domestic Market 71%,South America 5%,North America 5%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=256573654&chkCompanyIds_f=IDX1g53qHL2ie3EqWNIoCyt6hw2yP4mAyDxr89FVVGpDOXwC2Mte3-KMmrckRnidel6r&tracelog=contactOrg,Chat Now!
12,YRS,"Shanghai Link Instruments Co., Ltd.",http://linkcsh.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://linkcsh.en.alibaba.com/contactinfo.html,Video,http://linkcsh.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,orders ready in 15 days,https://activity.alibaba.com/sale/suppliertags.html,own 1 brand(s),,,https://www.alibaba.com/product-detail/Hot-Sale-home-Portable-Medical-5l_1600246326350.html,Hot Sale home Portable Medical 5l   Machine for Sale,Oxygen,Concentrator,oxygen,https://www.alibaba.com/product-detail/high-flow-China-5L-mobile-font_1600246116116.html,high flow China 5L mobile   machine 93%  concentration machine export to india,concentrator,oxygen,oxygen,https://www.alibaba.com/product-detail/portable-On-board-medical-5L-Adjustable_1600246104413.html,portable On board medical 5L Adjustable  flow Negative  ion function household High Purity  oxgen,oxygen,Oxygen,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Ophthalmic Unit/Auto Refractometer/Slit Lamp/Phoropter/Lensmeter,Ophthalmic Unit / Auto Refractometer / Slit Lamp / Phoropter / Lensmeter",Country/Region:,China,Total Revenue:,US$2.5 Million - US$5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Southeast Asia 0%,South America 0%,Southern Europe 0%,Transactions(6 months),219,"$1,000,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=200821191&chkCompanyIds_f=IDX1LOYznz2tf3wpp16WBxdzYciiIiTIoHP9SHFyMZIsrAlWGgmXUeA7SoA5_uLiMuQa&tracelog=contactOrg,Chat Now!
1,YR,"Shenzhen Wandou Technology Co., Ltd.",http://wandou.en.alibaba.com/company_profile.html#top-nav-bar,,,http://wandou.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/Ready-good-1L-2L-3L-5L_1600240637350.html,Ready good 1L/2L/3L/5L/7L Adjustable 93% High purity  making machine,Oxygen,Oxygen,concentrator,https://www.alibaba.com/product-detail/Medical-Grade-Portable-font-b-Oxygen_1600242820234.html,Medical Grade Portable   Machine 3L/5L/10L  Maker   Machine best quality For Sale,Oxygen,Concentrator,Oxygen,https://www.alibaba.com/product-detail/Medical-Grade-Portable-font-b-Oxygen_1600242851296.html,Medical Grade Portable   Machine 3L/5L/10L  Maker household   Machine for sale,Oxygen,concentrator,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,",Oximeter,Nebulizer,Mobile Phone Glass,Mobile Phone Touch",Country/Region:,China,Total Revenue:,Below US$1 Million,Top 3 Markets:,", 
                                                                                                                                ,",South America 19%,Eastern Europe 17%,Africa 15%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=258744624&chkCompanyIds_f=IDX1sIcJPK3U6_yIcD9Ey-_wsBlf3cpdV84yp6Lbbnl5NzJn9FMaI-R-VNeqDFCIZial&tracelog=contactOrg,Chat Now!
8,YRS,"Zhengzhou Olive Electronic Technology Co., Ltd.",http://zzolive.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://zzolive.en.alibaba.com/contactinfo.html,Video,http://zzolive.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Patents Awarded (3),https://activity.alibaba.com/sale/suppliertags.html,Company Industry Experience(7 Year),https://activity.alibaba.com/sale/suppliertags.html,"Annual Sales US $14,386,284",https://www.alibaba.com/product-detail/New-96-Purity-10-Ltr-Concentradores_62457135045.html,New 96% Purity 10 Ltr Concentradores De Oxigeno Dual Flow - 5l 8l10l Medical   With CE ISO,Oxygen,concentrator,Oxygen,https://www.alibaba.com/product-detail/2021-New-Arrivals-Hospital-Home-Use_1600284430663.html,2021 New Arrivals Hospital Home Use 5l Portable - Machine Medical Grade 10 Liter Dual Flow,Concentrator,Oxygen,concentrator,https://www.alibaba.com/product-detail/2021-New-Design-5l-Medical-Grade_1600089514058.html,2021 New Design 5l Medical Grade Portable - 10 l Hight Purity   With Nebulizador 10l,Oxygen,Concentrator,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,/Portable  /Oximeter/CPAP Machine/Nebulizer/10L  /Medical,Country/Region:,China,Total Revenue:,US$10 Million - US$50 Million,Top 3 Markets:,", 
                                                                                                                                ,",Africa 15%,South America 15%,North America 15%,Transactions(6 months),471,"$3,500,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=230967498&chkCompanyIds_f=IDX16XVTgwMKsZATb29dfp2rCocC_l--VH2pXzUykSVs9ry4h31BIZNaigRnz3N3TbNt&tracelog=contactOrg,Chat Now!
7,YRS,"Shenzhen Ningju Medical Electronic Co., Ltd.",http://union-up.en.alibaba.com/company_profile.html#top-nav-bar,,,http://union-up.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/Battery-operated-portable-compressor-font-b_60725094998.html,Battery operated portable compressor   nebulizer with competitive price,oxygen,concentrator,Oxygen,https://www.alibaba.com/product-detail/Alibaba-best-sellers-font-b-Oxygen_60704314772.html,Alibaba best sellers   Nebulizer oem Nebulizer Machine,Concentrator,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"smart body scale,Blood pressure monitor,digital baby thermom eter,Pulse Oximeter,medical nebulizer",Country/Region:,China,Total Revenue:,Below US$1 Million,Top 3 Markets:,", 
                                                                                                                                ,",Mid East 15%,Western Europe 15%,Eastern Asia 10%,Transactions(6 months),35,"$40,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=233984305&chkCompanyIds_f=IDX1V7Tk5xTyEBpquVjEYIzamsU5q1kIsZ2D2_adlX2t9qVNUW3MTSQL2rjAaaY9g-Ct&tracelog=contactOrg,Chat Now!
4,YRS,"Chengdu Justgood Industry & Imp-Exp Trade Co., Ltd.",http://jgoodhealth.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://jgoodhealth.en.alibaba.com/contactinfo.html,Video,http://jgoodhealth.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,"Annual Sales US $57,883,907",https://activity.alibaba.com/sale/suppliertags.html,Total Staff (30),https://activity.alibaba.com/sale/suppliertags.html,Total Trading Staff (11),https://www.alibaba.com/product-detail/Stock-and-ready-to-ship-High_62105244601.html,Stock and ready to ship High Quality Medical Portable 1l 2l 3l 5l 10l 20l 10 liter 10plm -,Oxygen,Concentrator,oxygen,https://www.alibaba.com/product-detail/Hot-selling-Medical-10-lpm-10_60823593948.html,Hot selling Medical 10 lpm 10 liter Home use portable 1l 2l 3l 5l 10l 20l sale price   generator,concentrator,Oxygen,Concentrator,https://www.alibaba.com/product-detail/Stock-and-ready-to-ship-High_1600175755339.html,Stock and ready to ship High Quality Medical portable 10 l 10 liter Home use prices sale   generator,Oxygen,Concentrator,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,",First Aid Bag,Rapid Test Kit,Surgical Suture,Colostomy Bag",Country/Region:,China,Total Revenue:,US$50 Million - US$100 Million,Top 3 Markets:,", 
                                                                                                                                ,",Domestic Market 66%,Western Europe 8%,Northern Europe 7%,Transactions(6 months),68,"$5,300,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=240256453&chkCompanyIds_f=IDX1Wexq3oG9khx4ibo__rC5ARDhSAKgYVZ3xq8ikvWQxtcOdSoCtr-b9clDwroDilen&tracelog=contactOrg,Chat Now!
5,YRS,"Henan Yugong Machinery Co., Ltd.",http://cnhnyugong.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://cnhnyugong.en.alibaba.com/contactinfo.html,Video,http://cnhnyugong.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Supplier Assessment Procedures,https://activity.alibaba.com/sale/suppliertags.html,Company Industry Experience(5 Year),https://activity.alibaba.com/sale/suppliertags.html,ODM Services Available,https://www.alibaba.com/product-detail/-font-b-Oxygen-b-font_1600097303182.html,- 20l   10 litre   8 l,Oxygen,concentrator,oxygen,https://www.alibaba.com/product-detail/-font-b-Oxygen-b-font_1600092069307.html,- 20l   10 litre   8 l,concentrator,oxygen,concentrator,https://www.alibaba.com/product-detail/Portable-3L-5L-10L-household-font_1600101309256.html,Portable 3L 5L 10L household   medical,Oxygen,concentrator,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Air Separation Equipment,Drilling Rig,Mortar Spraying Machine,Sandblasting Machine,Wire Saw Machine",Country/Region:,China,Total Revenue:,Below US$1 Million,Top 3 Markets:,", 
                                                                                                                                ,",South America 30%,South America 30%,Central America 13%,Transactions(6 months),35,"$360,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=239931043&chkCompanyIds_f=IDX1D3K4hcw7qcC9EE1lAM2ZRiJ4WEpE5nqd1QMfHejBNHd1r-UpauZhsqKYTYVNf9mV&tracelog=contactOrg,Chat Now!
4,YRS,"Longfian Scitech Co., Ltd.",http://longfian.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://longfian.en.alibaba.com/contactinfo.html,Video,http://longfian.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Self-branded Products (2),https://activity.alibaba.com/sale/suppliertags.html,Finished Product Inspection,https://activity.alibaba.com/sale/suppliertags.html,Company Industry Experience(12 Year),https://www.alibaba.com/product-detail/Find-Complete-Details-5L-8L-10L_62318775062.html,Find Complete Details 5L 8L 10L longfian medical use portable,Oxygen,Concentrator,oxygen,https://www.alibaba.com/product-detail/10-liter-font-b-oxygen-b_60761078129.html,10 liter   JAY-10,concentrator,oxygen,concentrator,https://www.alibaba.com/product-detail/portable-rechargeable-font-b-oxygen-b_60760396719.html,portable rechargeable,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,/ Hypoxic Generator/ Dispersive  Generator/ Ozone Generator/ Veterinary,Country/Region:,China,Total Revenue:,Below US$1 Million,Top 3 Markets:,", 
                                                                                                                                ,",Eastern Europe 25%,South Asia 14%,South America 13%,Transactions(6 months),92,"$560,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=240730948&chkCompanyIds_f=IDX12coS3b7R4shfrmYj6nXL-Wg_6Vuhtiy1ZDAbE7yBlqGuBT3XpeIjADr3lJkCNzau&tracelog=contactOrg,Chat Now!
11,YRS,"Guangdong Kaiyang Medical Technology Group Co., Ltd.",http://nhkaiyang.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://nhkaiyang.en.alibaba.com/contactinfo.html,Video,http://nhkaiyang.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Full Customization,https://activity.alibaba.com/sale/suppliertags.html,Onsite Material Inspection,https://activity.alibaba.com/sale/suppliertags.html,Finished Product Inspection,https://www.alibaba.com/product-detail/Delivery-within-20-days-portable-font_62261294810.html,Delivery within 20 days portable  generator  home oxygenerator manufacturer 5L 10L -,oxygen,concentrator,oxygen,https://www.alibaba.com/product-detail/kaiyang-american-medical-font-b-oxygen_62261294733.html,kaiyang american medical   for sale 3l small portable   suppliers,concentrator,oxygen,concentrator,https://www.alibaba.com/product-detail/Kaiyang-font-b-Oxygen-b-font_1600204781148.html,Kaiyang   3L Medical Household   Low Noise Hot Selling Products,oxygen,concentrator,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Wheel chair,Shower Chair,Walker,Hospital Bed,Electronic Product",Country/Region:,China,Total Revenue:,Above US$100 Million,Top 3 Markets:,", 
                                                                                                                                ,",Domestic Market 30%,Eastern Europe 10%,Western Europe 10%,Transactions(6 months),3,"$30,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=213611789&chkCompanyIds_f=IDX1hohO1HPVKdTMvmiDU9uSzHkziDdgj7OALkeBfz3BTMw_75ImqdHuAGZ4i-48f8sK&tracelog=contactOrg,Chat Now!
14,YRS,"Shenzhen Osto Technology Co., Ltd.",http://osto.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://osto.en.alibaba.com/contactinfo.html,Video,http://osto.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Test Machines (8),https://activity.alibaba.com/sale/suppliertags.html,Finished Product Inspection,https://activity.alibaba.com/sale/suppliertags.html,Onsite Material Inspection,https://www.alibaba.com/product-detail/Hot-Selling-Portable-cheap-font-b_62301837633.html,Hot Selling Portable cheap   prices,Oxygen,Concentrator,oxygen,https://www.alibaba.com/product-detail/Newest-medical-portable-font-b-oxygen_1600181943782.html,Newest medical portable   with 1-7 Liter  capacity,concentrator,oxygen,oxygen,https://www.alibaba.com/product-detail/High-quantity-ioksijini-yokugxila-font-b_1700007564448.html,High quantity ioksijini-yokugxila - home,concentrator,oxygen,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Foot Massager,Eye Massager,Neck Massager,TENS Machine,Body Massager",Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Domestic Market 38%,Western Europe 33%,Southern Europe 7%,Transactions(6 months),128,"$710,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=200123013&chkCompanyIds_f=IDX1Tq3sW4qjs6dyPm6ZA9rkZL0Xz1BK93FUWzPmWefkCwmpihio9FiwQ3kx1FFWT7G-&tracelog=contactOrg,Chat Now!
7,YRS,"Shenzhen Huaxunneng Technology Co., Ltd.",http://huaxunneng.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://huaxunneng.en.alibaba.com/contactinfo.html,Video,http://huaxunneng.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Centralized Procurement Available,,,,,https://www.alibaba.com/product-detail/AUPORO-1-7L-min-font-b_1600233627193.html,AUPORO 1-7L/min   Machine Portable  Making Machine Without Battery Air Purifier AC 220V/110V,Oxygen,Concentrator,Oxygen,https://www.alibaba.com/product-detail/Hot-Sales-1-7L-Home-Care_1600233739407.html,Hot Sales 1-7L Home Care Portable   Low Operation Noise  Generator HD LED Oxygene Machine,Oxygen,Concentrator,Oxygen,https://www.alibaba.com/product-detail/Hot-Sales-1-7L-Home-Care_1600252856546.html,Hot Sales 1-7L Home Care Portable   Low Operation Noise  Generator HD LED Oxygene Machine,Oxygen,Concentrator,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"AC Adapter,Chargers,Earphone",Country/Region:,China,Total Revenue:,Below US$1 Million,Top 3 Markets:,", 
                                                                                                                                ,",North America 30%,Eastern Europe 15%,Southeast Asia 10%,Transactions(6 months),146,"$150,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=232905998&chkCompanyIds_f=IDX1tDz5mMsa-frQ7gwHGEDPJ_vqSGJJ5FigS-MQYR1n8XHl4eviL1MIRCxvjLLBTUfd&tracelog=contactOrg,Chat Now!
5,YRS,"CQ Lanze Medical Instruments Co., Ltd.",http://cqlanze.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://cqlanze.en.alibaba.com/contactinfo.html,Video,http://cqlanze.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,"Annual Sales US $1,875,000",https://activity.alibaba.com/sale/suppliertags.html,Company Industry Experience(7 Year),,,https://www.alibaba.com/product-detail/Ready-stock-factory-directly-sales-home_60823002527.html,Ready stock factory directly sales home use  generator with atomize function,oxygen,oxygen,concentrator,https://www.alibaba.com/product-detail/Ready-stock-factory-directly-sales-home_1600288636571.html,Ready stock factory directly sales home use  generator with atomize function 1-7L adjustable,oxygen,oxygen,concentrator,https://www.alibaba.com/product-detail/Portable-font-b-Oxygen-b-font_1600066468411.html,Portable   for Healthcare Home Car Use,Oxygen,Concentrator,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Endoscopic Linear Cutter Stapler And Reloading Units,Disposable Circumcision Stapler,Disposable Trocar,Disposable Skin Stapler,Ligating Clips And Applier",Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Domestic Market 30%,North America 20%,Mid East 20%,Transactions(6 months),101,"$210,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=240360449&chkCompanyIds_f=IDX1n4TxpfIj4fT-6jNYfodq33dh1KeHDVXsapaA71PmEcl5OSXdkfx-z55KeWVOc_FO&tracelog=contactOrg,Chat Now!
4,YRS,"Shenzhen Yuezhongxing Technology Co., Ltd.",http://yzx-sz.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://yzx-sz.en.alibaba.com/contactinfo.html,Video,http://yzx-sz.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,ODM Services Available,https://activity.alibaba.com/sale/suppliertags.html,"Total Floorspace (7,200㎡)",https://activity.alibaba.com/sale/suppliertags.html,Company Industry Experience(4 Year),https://www.alibaba.com/product-detail/Factory-price-font-b-oxygen-b_1600203759530.html,Factory price  generator 10 liter   medical 1-7L   for home use,oxygen,oxygen,concentrator,https://www.alibaba.com/product-detail/5-litre-Shenzhen-font-b-oxygen_1600301451403.html,5 litre Shenzhen,oxygen,concentrator,oxygen,https://www.alibaba.com/product-detail/10L-font-b-Oxygen-b-font_1600311418949.html,10L   original manufacturer,concentrator,Oxygen,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Blood Pressure Monitor,Infrared Forehead Thermometer,Fingertip Pulse Oximeter,Nubelizer.",Country/Region:,China,Total Revenue:,US$10 Million - US$50 Million,Top 3 Markets:,", 
                                                                                                                                ,",Domestic Market 50%,Domestic Market 50%,Central America 15%,Transactions(6 months),28,"$10,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=243176693&chkCompanyIds_f=IDX1QgHN4Hbcd7G6Xqq2Wm8qwYUggFymhA4_mihPqvxpBRJ_kYJEyp1dR6sC4gHSCelJ&tracelog=contactOrg,Chat Now!
11,YRS,Guangzhou Mecan Medical Limited,http://mecan-medical.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://mecan-medical.en.alibaba.com/contactinfo.html,Video,http://mecan-medical.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Company Industry Experience(10 Year),https://activity.alibaba.com/sale/suppliertags.html,ODM Services Available,https://activity.alibaba.com/sale/suppliertags.html,Total Trading Staff (19),https://www.alibaba.com/product-detail/Physical-Therapy-Equipments-Portable-font-b_62068831997.html,Physical Therapy Equipments Portable - Machine 5L 10L China Medical   96%,Oxygen,concentrator,Oxygen,https://www.alibaba.com/product-detail/Medical-Equipment-font-b-Oxygen-b_1600234499019.html,Medical Equipment   10L 5L Price List Oxigen Generator,Concentrator,Oxygen,Concentrator,https://www.alibaba.com/product-detail/China-Medical-Household-5-10L-font_1600288443473.html,China Medical Household 5 10L - Machine,Oxygen,concentrator,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,Operation Equipment / X Ray Machine / Laboratory Equipment / Dental Chair / Electric Wheelchair,Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Africa 33%,Africa 33%,Africa 33%,Transactions(6 months),212,"$910,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=200946103&chkCompanyIds_f=IDX1aa05veE6TasyoO9hX03Pmc22u3zAb9nGk1YEkxVk6HJfdBRjSWS0XzRTKqw3DD8g&tracelog=contactOrg,Chat Now!
13,YRS,"Shenzhen Fitconn Technology Co., Ltd.",http://fure.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://fure.en.alibaba.com/contactinfo.html,Video,http://fure.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Company Industry Experience(9 Year),https://activity.alibaba.com/sale/suppliertags.html,Quality Control Experts,https://activity.alibaba.com/sale/suppliertags.html,Finished Product Inspection,https://www.alibaba.com/product-detail/High-quality-Purity-Portable-Healthcare-font_1600226796417.html,High quality Purity Portable Healthcare  nebulizer compressor Home   With accessories,Oxygen,Oxygen,Concentrator,https://www.alibaba.com/product-detail/High-flow-220v-atomizer-nasal-font_1585815247.html,High flow 220v atomizer nasal   nebulizer,oxygen,concentrator,oxygen,https://www.alibaba.com/product-detail/Air-compressor-nebulizer-for-asthma-with_1585936279.html,Air compressor nebulizer for asthma with CE approved   with nebulizer,concentrator,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Nebulizer,Oximeter,Medical Air Mattress,Blood Pressure Monitor",Country/Region:,China,Total Revenue:,US$10 Million - US$50 Million,Top 3 Markets:,", 
                                                                                                                                ,",Southeast Asia 25%,South Asia 12%,South America 10%,Transactions(6 months),233,"$1,500,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=200548153&chkCompanyIds_f=IDX1ZB13gwW1bLf-QTYOyLf7b-WdxKss9TZO4oxpwcyzOGDkGS-ay_uSKrW1EN7668O3&tracelog=contactOrg,Chat Now!
4,YRS,"Qingdao Oxytek Medical Technology Co., Ltd.",http://lovego.en.alibaba.com/company_profile.html#top-nav-bar,,,http://lovego.en.alibaba.com/contactinfo.html,Video,http://lovego.en.alibaba.com/videoshow.html?d_type=cv,,,,,,,https://www.alibaba.com/product-detail/Lovego-10-liters-medical-grade-font_60833952592.html,Lovego 10 liters medical grade   with 90% to 96%  purity,oxygen,concentrator,oxygen,https://www.alibaba.com/product-detail/Lovego-Second-Generation-Portable-font-b_62110689660.html,Lovego Second Generation Portable   LG102P with Shoulder Bag,Oxygen,Concentrator,oxygen,https://www.alibaba.com/product-detail/Lovego-3-liters-high-concentration-medical_50046021582.html,Lovego 3 liters high concentration medical   with mask,concentrator,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,",portable  ,medical  ,mini  ,lovego",Country/Region:,China,Total Revenue:,US$5 Million - US$10 Million,Top 3 Markets:,", 
                                                                                                                                ,",Domestic Market 21%,Eastern Europe 15%,Western Europe 11%,Transactions(6 months),126,"$730,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=244489610&chkCompanyIds_f=IDX1F24UYBHB420GAWErS45OqXLQtYpIVCjs2pyXaEtF7jrQMAh73vykZ8ovKoAkuKG7&tracelog=contactOrg,Chat Now!
8,YRS,"Shenzhen Fitconn Technology Co., Ltd.",http://fitconn.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://fitconn.en.alibaba.com/contactinfo.html,Video,http://fitconn.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Quality Control Experts,https://activity.alibaba.com/sale/suppliertags.html,Company Industry Experience(9 Year),https://activity.alibaba.com/sale/suppliertags.html,"Total Floorspace (2,766㎡)",https://www.alibaba.com/product-detail/High-quality-full-set-font-b_60539973719.html,High quality full set   nebulizer for family,oxygen,concentrator,,https://www.alibaba.com/product-detail/New-Quiet-Portable-Piston-Medical-Compressor_60552230197.html,New Quiet Portable Piston Medical Compressor with Medical CE Medical Equiptments,,,,https://www.alibaba.com/product-detail/Factory-Direct-Sales-Low-noise-Price_1600329068358.html,Factory Direct Sales Low noise Price Piston Compressor Nebulizer baby inhalator compressor nebulizers household nebulizer,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Compressor Nebulizer,Mesh Nebulizer,Anti Decubitus Air Mattress,Fetal Doppler,Oximeter",Country/Region:,China,Total Revenue:,US$5 Million - US$10 Million,Top 3 Markets:,", 
                                                                                                                                ,",Southeast Asia 20%,North America 15%,Western Europe 10%,Transactions(6 months),74,"$300,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=230620245&chkCompanyIds_f=IDX1gciIl-z5v6k8eceBCnmRcVas8kIRjt1n93lADCCcXOgIC4xPI9F777Hk9lMrrY_M&tracelog=contactOrg,Chat Now!
